key,source,translation
p_beekeeper2_d,You've been bitten so many times that bees can't even damage you any more. So you have enough time to collect more honey from a beehive.,คุณโดนผึ้งต่อยมามากจนมันทำร้ายคุณไม่ได้อีกแล้ว จึงมีเวลาพอจะเก็บน้ำผึ้งจากรังได้มากขึ้น
p_collector,Master gatherer,ยอดนักเก็บรวบรวม
p_collector_d,You love nature and nature loves you back. You can gather more resources from small plants.,คุณรักธรรมชาติ และธรรมชาติก็รักคุณตอบ คุณเก็บทรัพยากรจากพืชขนาดเล็กได้มากขึ้น
p_wine_master,Wine master,ผู้เชี่ยวชาญไวน์
p_wine_master_d,"You like to drink good alcohol — especially wine! Your hangover depends of the alcohol you've drank. Moreover, all alcohol you make has a better quality.",คุณชอบดื่มเหล้าชั้นดี โดยเฉพาะไวน์! อาการเมาค้างขึ้นอยู่กับเหล้าที่ดื่ม แถมเหล้าทุกชนิดที่คุณทำยังมีคุณภาพดีขึ้นด้วย
p_naturalist,Сurious mind,ใฝ่รู้
p_naturalist_d,You go deeper. Find out the essence of things. Studying an item has a chance of giving you a story.,คุณศึกษาให้ลึกลงไปเพื่อค้นหาแก่นแท้ของสิ่งต่าง ๆ การศึกษาสิ่งของมีโอกาสให้เรื่องราวแก่คุณ
p_journalist,Journalist,นักข่าว
p_journalist_d,You notice the little things about people. Put these things together and you have a story. Sometimes you can get stories from dialogs.,คุณสังเกตรายละเอียดเล็ก ๆ น้อย ๆ ของผู้คน เมื่อนำมาเรียงร้อยก็กลายเป็นเรื่องราว บางครั้งคุณจึงได้รับเรื่องราวจากบทสนทนา
p_good_writer,Playwright,นักเขียนบทละคร
p_good_writer_d,You write good books. Actually you find you can just write down anything you remember from modern culture.,คุณเขียนหนังสือได้ดี ที่จริงคุณพบว่าแค่จดสิ่งที่จำได้จากวัฒนธรรมยุคปัจจุบันก็ใช้ได้แล้ว
p_preacher,Preacher,นักเทศน์
p_preacher_d,Bishop told you that now you can arrange a church service. So there you go!,บิชอปบอกว่าตอนนี้คุณจัดพิธีในโบสถ์ได้แล้ว ลงมือเลย!
p_scientist,Scientist,นักวิทยาศาสตร์
p_scientist_d,You've inhaled a lot of fumes during your experiments. You've developed an inner voice that help you measure ingredients. You'll produce one extra reagent from any materials.,คุณสูดควันจากการทดลองมามากจนเกิดเสียงในหัวคอยช่วยตวงส่วนผสม คุณจึงผลิตสารเล่นแร่แปรธาตุเพิ่มได้อีกหนึ่งหน่วยจากวัสดุทุกชนิด
p_cardinal,Cardinal,พระคาร์ดินัล
p_cardinal_d,"The church is not only a triumph of the spirit. It's also a number of buildings and properties. You've learned how to manage them, so ceremonies give you extra money.",โบสถ์ไม่ได้มีเพียงความรุ่งเรืองทางจิตวิญญาณ แต่ยังมีอาคารและทรัพย์สินมากมาย คุณเรียนรู้วิธีดูแลสิ่งเหล่านี้แล้ว พิธีต่าง ๆ จึงให้เงินเพิ่มขึ้น
p_t_diamond,Diamond,เพชร
p_t_diamond_d,,
p_t_marble_gold,Marble gold,หินอ่อนทอง
p_t_emerald,Emerald,มรกต
p_t_obsidian,Obsidian,ออบซิเดียน
p_t_butterfly,Butterfly,ผีเสื้อ
p_t_gold_ore,Gold ore,แร่ทอง
p_t_silver_ore,Silver ore,แร่เงิน
p_t_pyrite,Pyrite,ไพไรต์
p_t_sulfur,Sulfur,กำมะถัน
p_t_old_books,Old books,หนังสือเก่า
p_t_graphite,Graphite,แกรไฟต์
p_t_beeswax,Beeswax,ขี้ผึ้ง
p_t_moth,Moth,ผีเสื้อกลางคืน
p_t_bee,Bee,ผึ้ง
tbranch_0,Curses,คำสาป
tbranch_5,Smithing,งานตีเหล็ก
tbranch_6,Building,การก่อสร้าง
tbranch_3,Book writing,การเขียนหนังสือ
tbranch_4,Farming and nature,เกษตรกรรมและธรรมชาติ
tbranch_1,Anatomy and alchemy,กายวิภาคและการเล่นแร่แปรธาตุ
tbranch_2,Theology,เทววิทยา
tbranch_7,Cookery,การทำอาหาร
tech_point_r,Technology knowledge (red),ความรู้เทคโนโลยี (แดง)
tech_point_g,Technology knowledge (green),ความรู้เทคโนโลยี (เขียว)
tech_point_b,Technology knowledge (blue),ความรู้เทคโนโลยี (น้ำเงิน)
tech_point_v,Technology knowledge (evil),ความรู้เทคโนโลยี (ชั่วร้าย)
Iron,Iron,เหล็ก
d_Iron,It's important to have a good iron level in your blood.,การมีระดับธาตุเหล็กในเลือดที่เหมาะสมเป็นเรื่องสำคัญ
Ceramic firing,Ceramic Firing,การเผาเซรามิก
d_Ceramic firing,,
Porcelain,Porcelain,เครื่องลายคราม
d_Porcelain,,
Primitive forging,Primitive Forging,การตีเหล็กเบื้องต้น
d_Primitive forging,,
Glass,Glass,แก้ว
d_Glass,,
Forged parts,Forged Parts,ชิ้นส่วนตีขึ้นรูป
d_Forged parts,,
Instruments,Tools,เครื่องมือ
d_Instruments,,
Advanced forging,Advanced Forging,การตีเหล็กขั้นสูง
d_Advanced forging,,
Advanced smelting,Advanced Smelting,การถลุงขั้นสูง
d_Advanced smelting,,
Glass-blower,Glass-blower,ช่างเป่าแก้ว
d_Glass-blower,,
Complex instruments,Complex Tools,เครื่องมือซับซ้อน
d_Complex instruments,,
Weapons,Weapons,อาวุธ
d_Weapons,,
Steel,Steel,เหล็กกล้า
d_Steel,,
Jeweler,Jeweler,ช่างอัญมณี
d_Jeweler,,
Glass-blower 2,Glass-blower II,ช่างเป่าแก้ว II
d_Glass-blower 2,,
Steel instruments,Steel Tools,เครื่องมือเหล็กกล้า
d_Steel instruments,,
Iron castings,Iron Castings,งานหล่อเหล็ก
d_Iron castings,,
Precious little things,Precious Little Things,ของล้ำค่าชิ้นน้อย
d_Precious little things,,
Complex instruments 2,Complex Tools II,เครื่องมือซับซ้อน II
d_Complex instruments 2,,
Steel Weapons,Steel Weapons,อาวุธเหล็กกล้า
d_Steel Weapons,,
Skilled casting,Skilled Casting,การหล่ออย่างชำนาญ
d_Skilled casting,,
The idea of the tree,The Concept of Wood,แนวคิดเรื่องไม้
d_The idea of the tree,,
The idea of the stone,The Concept of Stone,แนวคิดเรื่องหิน
d_The idea of the stone,,
The idea of the earth,The Concept of Dirt,แนวคิดเรื่องดิน
d_The idea of the earth,,
Clay,Clay,ดินเหนียว
d_Clay,,
Stone processing,Stoneworking,งานหิน
d_Stone processing,,
Mining,Mining,การทำเหมือง
d_Mining,,
Simple abrasive,Simple Abrasive,วัสดุขัดพื้นฐาน
d_Simple abrasive,,
Saw,Sawing,การเลื่อย
d_Saw,,
Wood processing,Woodworking,งานไม้
d_Wood processing,,
Firewood,Firewood,ฟืน
d_Firewood,,
Precious metals,Precious Metals,โลหะมีค่า
d_Precious metals,,
Circular saw,Circular Saw,เลื่อยวงเดือน
